slug,論点名,5管理分類,出現回数,出題年度数,直近出題年度,出題年度リスト,ページURL
initial-investment,初期投資,経済性管理,2,2,平成27年度,平成24年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/initial-investment
fire-service-act,消防法,安全管理,2,2,平成30年度,平成21年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/fire-service-act
skill-qualification-system,職能資格制度,人的資源管理,2,2,令和5年度,平成29年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/skill-qualification-system
authenticity,真正性,情報管理,2,2,令和2年度,平成26年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/authenticity
labor-mobility,人材流動化,人的資源管理,2,2,平成30年度,平成29年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/labor-mobility
human-error-probability,人的過誤確率（HEP）,安全管理,2,2,平成24年度,平成22年度;平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/human-error-probability
production-management-system,生産管理システム,情報管理,2,2,平成24年度,平成21年度;平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/production-management-system
ecosystem-services,生態系サービス,社会環境管理,2,2,令和5年度,平成25年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ecosystem-services
direct-manufacturing-cost,製造直接費,経済性管理,2,2,令和6年度,令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/direct-manufacturing-cost
equipment-economics,設備の経済性,経済性管理,2,2,令和3年度,平成24年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/equipment-economics
maintenance-cost,設備維持費用,経済性管理,2,2,令和3年度,平成27年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/maintenance-cost
specialist-system,専門職制度,人的資源管理,2,2,令和7年度,平成23年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/specialist-system
specialized-training,専門別研修,人的資源管理,2,2,平成30年度,平成22年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/specialized-training
career-track-system,総合職・一般職,人的資源管理,2,2,令和7年度,平成23年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/career-track-system
ip-utilization,知的財産の活用,情報管理,2,2,平成29年度,平成25年度;平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ip-utilization
periodic-maintenance,定期保全,経済性管理,2,2,平成29年度,平成26年度;平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/periodic-maintenance
competency-evaluation,能力考課,人的資源管理,2,2,令和4年度,平成29年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/competency-evaluation
unfair-trade-practices,不公正な取引方法,情報管理,2,2,令和7年度,令和5年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/unfair-trade-practices
disaster-drill,防災訓練,安全管理,2,2,令和7年度,平成27年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/disaster-drill
prevention-principle,未然防止原則,社会環境管理,2,2,令和2年度,令和元年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/prevention-principle
indefinite-conversion-rule,無期転換ルール,人的資源管理,2,2,令和6年度,令和元年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/indefinite-conversion-rule
role-grade-system,役割等級制度,人的資源管理,2,2,令和5年度,平成29年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/role-grade-system
labor-tribunal-act,労働審判法,人的資源管理,2,2,令和5年度,平成24年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/labor-tribunal-act
climate-change-adaptation-act,気候変動適応法,社会環境管理,2,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/climate-change-adaptation-act
alps-treated-water,ALPS処理水,社会環境管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/alps-treated-water
api,API,情報管理,1,1,平成25年度,平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/api
eco-drr,Eco-DRR（生態系を活用した防災・減災）,社会環境管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/eco-drr
elsi,ELSI,安全管理,1,1,令和3年度,令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/elsi
esd,ESD,社会環境管理,1,1,令和3年度,令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/esd
e-learning,eラーニング,人的資源管理,1,1,平成29年度,平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/e-learning
gfc-chemicals-framework,GFC,社会環境管理,1,1,平成22年度,平成22年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/gfc-chemicals-framework
ics,ICS,安全管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ics
jisec,ITセキュリティ評価及び認証制度（JISEC）,情報管理,1,1,令和5年度,令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/jisec
lgbtq,LGBTQ,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/lgbtq
pqcdsme,PQCDSME,経済性管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/pqcdsme
reach-regulation,REACH規制（化学品の登録，評価，認可及び制限に関する規則）,社会環境管理,1,1,平成22年度,平成22年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/reach-regulation
risk-communication,risk-communication,その他,1,1,平成29年度,平成29年度,
satoyama-initiative,SATOYAMAイニシアティブ,社会環境管理,1,1,平成25年度,平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/satoyama-initiative
service-quality,service-quality,その他,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/service-quality
tbm-toolbox-meeting,TBM（ツールボックスミーティング）,安全管理,1,1,令和3年度,令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/tbm-toolbox-meeting
value-engineering,VE・VA,経済性管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/value-engineering
vr-ar-metaverse,VR・AR・メタバース,情報管理,1,1,令和5年度,令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/vr-ar-metaverse
asbestos-issue,アスベスト問題,社会環境管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/asbestos-issue
aging-infrastructure,インフラ老朽化対策,安全管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/aging-infrastructure
waterfall,ウォーターフォール,情報管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/waterfall
end-of-pipe,エンドオブパイプ型対策,社会環境管理,1,1,平成29年度,平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/end-of-pipe
all-hazard-approach,オールハザードアプローチ,安全管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/all-hazard-approach
ozone-layer-protection,オゾン層保護,社会環境管理,1,1,平成21年度,平成21年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ozone-layer-protection
career-ownership,キャリアオーナーシップ,人的資源管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/career-ownership
groupware,グループウェア,情報管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/groupware
sustainable-fashion,サステナブルファッション,社会環境管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/sustainable-fashion
gender-gap,ジェンダーギャップ,人的資源管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/gender-gap
talent-management,タレントマネジメント,人的資源管理,1,1,令和3年度,令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/talent-management
teal-organization,ティール組織,人的資源管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/teal-organization
data-cleansing,データクレンジング,情報管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/data-cleansing
technical-nontechnical-skills,テクニカルスキル／ノンテクニカルスキル,安全管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/technical-nontechnical-skills
design-in,デザインイン,経済性管理,1,1,令和5年度,令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/design-in
design-thinking,デザイン思考,情報管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/design-thinking
decision-tree-analysis,デシジョンツリー分析,安全管理,1,1,平成28年度,平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/decision-tree-analysis
de-jure-standard,デジュール標準,情報管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/de-jure-standard
de-facto-standard,デファクト標準,情報管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/de-facto-standard
deposit-system,デポジット制度,社会環境管理,1,1,平成27年度,平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/deposit-system
terrorism,テロリズム,安全管理,1,1,平成23年度,平成23年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/terrorism
parametric-estimation,パラメトリック見積り,経済性管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/parametric-estimation
business-intelligence,ビジネスインテリジェンス（BI）,情報管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/business-intelligence
fail-soft,フェールソフト,安全管理,1,1,平成26年度,平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/fail-soft
forum-standard,フォーラム標準,情報管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/forum-standard
blind-drill,ブラインド型訓練,安全管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/blind-drill
process-safety-mgmt,プロセスセーフティマネジメント（PSM）,安全管理,1,1,平成30年度,平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/process-safety-mgmt
bowtie-analysis,ボウタイ分析,安全管理,1,1,平成26年度,平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/bowtie-analysis
millennium-ecosystem-assessment,ミレニアム生態系評価,社会環境管理,1,1,平成22年度,平成22年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/millennium-ecosystem-assessment
reskilling,リスキリング,人的資源管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/reskilling
risk-management-policy,リスクマネジメント方針,安全管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/risk-management-policy
risk-monitoring,リスクモニタリング,安全管理,1,1,令和5年度,令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/risk-monitoring
red-list,レッドリスト,社会環境管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/red-list
disclosure-request,開示請求,情報管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/disclosure-request
foreign-trainee-program,外国人研修・技能実習制度,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/foreign-trainee-program
extrinsic-motivation,外発的動機付け,人的資源管理,1,1,平成21年度,平成21年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/extrinsic-motivation
isolation-stop-safety,隔離安全／停止安全,安全管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/isolation-stop-safety
rio-declaration,環境と開発に関するリオ宣言,社会環境管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/rio-declaration
hazardous-facility-disaster-prevention,危険物施設防災,安全管理,1,1,平成30年度,平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/hazardous-facility-disaster-prevention
likelihood,起こりやすさ（発生確率・頻度）,安全管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/likelihood
location-limited-employee,勤務地限定社員制度,人的資源管理,1,1,平成23年度,平成23年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/location-limited-employee
cost-maintenance,原価維持,経済性管理,1,1,平成26年度,平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/cost-maintenance
depreciation-residual-value,減価償却費・残存価値,経済性管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/depreciation-residual-value
verbal-nonverbal-communication,言語／非言語コミュニケーション,情報管理,1,1,令和3年度,令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/verbal-nonverbal-communication
crm-system,顧客管理（CRM）システム,情報管理,1,1,平成30年度,平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/crm-system
pollution-control-manager,公害防止管理者,社会環境管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/pollution-control-manager
method-planning,工法計画,経済性管理,1,1,平成25年度,平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/method-planning
civil-protection-act,国民保護法,安全管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/civil-protection-act
recruitment-management,採用管理,人的資源管理,1,1,平成28年度,平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/recruitment-management
acid-rain,酸性雨,社会環境管理,1,1,平成21年度,平成21年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/acid-rain
four-major-pollution-diseases,四大公害病,社会環境管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/four-major-pollution-diseases
private-monopoly,私的独占,情報管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/private-monopoly
accident-response-drill,事故対応訓練,安全管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/accident-response-drill
child-rearing-support-act,次世代育成支援対策推進法,人的資源管理,1,1,令和3年度,令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/child-rearing-support-act
natural-parks-act,自然公園法,社会環境管理,1,1,平成21年度,平成21年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/natural-parks-act
internal-job-posting,社内公募制,人的資源管理,1,1,平成28年度,平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/internal-job-posting
species-preservation-act,種の保存法,社会環境管理,1,1,平成30年度,平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/species-preservation-act
centralization-decentralization,集中化と分散化,情報管理,1,1,平成21年度,平成21年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/centralization-decentralization
immigration-control-act,出入国管理及び難民認定法,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/immigration-control-act
portrait-publicity-privacy,肖像権・パブリシティ権・プライバシー権,情報管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/portrait-publicity-privacy
disability-employment,障害者雇用,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/disability-employment
disability-discrimination-act,障害者差別解消法,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/disability-discrimination-act
employment-security-act,職業安定法,人的資源管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/employment-security-act
vocational-training-act,職業能力開発促進法,人的資源管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/vocational-training-act
skill-based-pay,職能給,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/skill-based-pay
job-based-pay,職務給,人的資源管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/job-based-pay
job-execution-ability,職務遂行能力,人的資源管理,1,1,平成27年度,平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/job-execution-ability
job-analysis,職務分析,人的資源管理,1,1,平成25年度,平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/job-analysis
defense-in-depth,深層防護,安全管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/defense-in-depth
ergonomic-principles,人間工学原則の遵守,安全管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ergonomic-principles
human-resource-assessment,人材アセスメント,人的資源管理,1,1,平成23年度,平成23年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/human-resource-assessment
hr-systems,人事システム,情報管理,1,1,平成26年度,平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/hr-systems
minamata-convention,水俣条約,社会環境管理,1,1,平成23年度,平成23年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/minamata-convention
ismap,政府情報システムのためのセキュリティ評価制度（ISMAP）,情報管理,1,1,平成28年度,平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ismap
design-quality,設計品質,経済性管理,1,1,平成26年度,平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/design-quality
equipment-characteristics,設備の管理特性,経済性管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/equipment-characteristics
equipment-maintainability,設備の保全性,経済性管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/equipment-maintainability
prior-use-rights,先使用権制度,情報管理,1,1,平成26年度,平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/prior-use-rights
relative-absolute-evaluation,相対評価・絶対評価,人的資源管理,1,1,平成30年度,平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/relative-absolute-evaluation
process-costing,総合原価計算,経済性管理,1,1,平成27年度,平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/process-costing
interpersonal-skills,対人能力,人的資源管理,1,1,平成25年度,平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/interpersonal-skills
right-to-know,知る権利,情報管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/right-to-know
global-warming-countermeasures-act,地球温暖化対策推進法,社会環境管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/global-warming-countermeasures-act
interim-storage-facility,中間貯蔵施設,社会環境管理,1,1,平成29年度,平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/interim-storage-facility
wildlife-protection-act,鳥獣保護管理法,社会環境管理,1,1,令和7年度,令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/wildlife-protection-act
urban-flood,都市型水害,社会環境管理,1,1,令和2年度,令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/urban-flood
pension-system,年金制度,人的資源管理,1,1,平成23年度,平成23年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/pension-system
idea-generation-methods,発想法,経済性管理,1,1,令和5年度,令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/idea-generation-methods
emergency-stop-device,非常停止装置,安全管理,1,1,令和6年度,令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/emergency-stop-device
standardization-strategy,標準化戦略,情報管理,1,1,平成24年度,平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/standardization-strategy
quality-costing,品質原価計算,経済性管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/quality-costing
quality-objectives,品質目標,経済性管理,1,1,平成22年度,平成22年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/quality-objectives
unsafe-conditions-behavior,不安全状態／不安全行動,安全管理,1,1,令和4年度,令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/unsafe-conditions-behavior
contingency,不測事態,安全管理,1,1,平成25年度,平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/contingency
side-jobs,副業・兼業,人的資源管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/side-jobs
employee-benefits,福利厚生,人的資源管理,1,1,平成23年度,平成23年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/employee-benefits
subsidiarity-principle,補完性原則・補完性原理,社会環境管理,1,1,令和元年度,令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/subsidiarity-principle
mandatory-management-retirement,役職定年制,人的資源管理,1,1,平成27年度,平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/mandatory-management-retirement
crisis-priority,優先順位,安全管理,1,1,平成22年度,平成22年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/crisis-priority
required-quality,要求品質,経済性管理,1,1,令和8年度,令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/required-quality
